465	PC13_devel	12024030.s6	At the rDNA repeats, we show that histone H3 and H4 tails are required for silencing and rDNA-associated H4 is hypoacetylated in a Sir2-dependent manner.	105-107	H4	Histone H4	C0019648	T116|T123	Gene_or_gene_product	131-135	Sir2	SIR2 protein, S cerevisiae	C0255861	T116|T126	Gene_or_gene_product	75-84	silencing	silence	C0858952	T048	-966	Regulation	Backward	FALSE	NA
476	PC13_devel	12139485.s0	An E2F-binding site mediates the activation of the proliferative isoform of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase by phosphatidylinositol 3-kinase.	3-6	E2F	E2F transcription factors	C0146462	T116|T123	Gene_or_gene_product	101-128	fructose-2,6-bisphosphatase	Fructose-2,6-bisphosphatase	C0060773	T116|T126	Gene_or_gene_product	51-64	proliferative	Proliferative	C0334094	T046	-694	Increase	Forward	FALSE	NA
477	PC13_devel	12139485.s0	An E2F-binding site mediates the activation of the proliferative isoform of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase by phosphatidylinositol 3-kinase.	3-6	E2F	E2F transcription factors	C0146462	T116|T123	Gene_or_gene_product	132-161	phosphatidylinositol 3-kinase	Phosphatidylinositol 3-Kinases	C2936824	T116|T126	Gene_or_gene_product	51-64	proliferative	Proliferative	C0334094	T046	-694	Increase	Forward	FALSE	NA
478	PC13_devel	12139485.s0	An E2F-binding site mediates the activation of the proliferative isoform of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase by phosphatidylinositol 3-kinase.	3-6	E2F	E2F transcription factors	C0146462	T116|T123	Gene_or_gene_product	76-100	6-phosphofructo-2-kinase	6-Phosphofructo-2-kinase	C0049700	T116|T126	Gene_or_gene_product	51-64	proliferative	Proliferative	C0334094	T046	-694	Increase	Forward	FALSE	NA
494	PC13_devel	12408816.s6	FKBP-rapamycin binds TORC1, and TORC1 disruption mimics rapamycin treatment, suggesting that TORC1 mediates the rapamycin-sensitive, TOR-shared pathway.	0-14	FKBP-rapamycin	TOR complex	C3820662	T026	Complex	21-26	TORC1	TOR complex 1	C3152111	T026	Complex	122-131	sensitive	Sensitive	C0020517	T046	-637	Binding	NA	FALSE	NA
527	PC13_devel	12766152.s4	Claspin localizes in the nuclei, but it only associates with Chk1 following replication stress or other types of DNA damage.	0-7	Claspin	CLSPN protein, human	C1447801	T116|T123	Gene_or_gene_product	61-65	Chk1	Checkpoint kinase 1	C0216510	T116|T126	Gene_or_gene_product	113-123	DNA damage	DNA Damage	C0012860	T049	-1000	Binding	NA	TRUE	NA
599	PC13_devel	14551908.s11	We can also explain the importance of axin degradation in amplifying and sharpening the Wnt signal, and we show that the dependence of axin degradation on APC is an essential part of an unappreciated regulatory loop that prevents the accumulation of beta-catenin at decreased APC concentrations.	135-139	axin	Axin Protein	C3178961	T116|T123	Gene_or_gene_product	155-158	APC	anaphase-promoting complex	C0526999	T116|T126	Gene_or_gene_product	121-131	dependence	Dependence	C0439857	T048	-1000	Decrease	Backward	FALSE	NA
680	PC13_devel	14703512.s9	Under activating conditions, a decrease in the affinity between Msg5 and Slt2 was observed, leading us to suggest that the mechanism by which Slt2 controls the action of Msg5 was via the modulation of protein-protein interactions.	142-146	Slt2	SLT2 protein, S cerevisiae	C0142629	T116|T123	Gene_or_gene_product	170-174	Msg5	MSG5 protein, S cerevisiae	C0251766	T116|T126	Gene_or_gene_product	17-27	conditions	condition	C0012634	T047	-827	Regulation	Forward	TRUE	NA
683	PC13_devel	14703512.s9	Under activating conditions, a decrease in the affinity between Msg5 and Slt2 was observed, leading us to suggest that the mechanism by which Slt2 controls the action of Msg5 was via the modulation of protein-protein interactions.	64-68	Msg5	MSG5 protein, S cerevisiae	C0251766	T116|T126	Gene_or_gene_product	73-77	Slt2	SLT2 protein, S cerevisiae	C0142629	T116|T123	Gene_or_gene_product	17-27	conditions	condition	C0012634	T047	-827	Binding	NA	TRUE	NA
874	PC13_devel	14749335.s6	Finally, we determined that CpG DNA-mediated up-regulation of NF-kappaB activity (but not mitogen-activated protein kinase activation) was inhibited by preincubation with PP1 or by expression of the truncated vavC mutant.	62-71	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	171-174	PP1	Protein Phosphatase 1	C1956003	T116|T126	Gene_or_gene_product	214-220	mutant	Mutant	C0596988	T049	-827	Decrease	Backward	FALSE	NA
906	PC13_devel	15140942.s1	The p53 tumor suppressor protein is phosphorylated and activated by several DNA damage-inducible kinases, such as ATM, and is a key effector of the DNA damage response by promoting cell cycle arrest or apoptosis.	4-7	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	114-117	ATM	Ataxia Telangiectasia Mutated Proteins	C0298973	T116|T126	Gene_or_gene_product	76-86	DNA damage	DNA Damage	C0012860	T049	-673	Increase	Backward	FALSE	NA
914	PC13_devel	15140942.s6	Cells containing mutant Nijmegen breakage syndrome protein (NBS1), a component of the Mre11-Rad50 DNA repair complex, also have attenuated p53 phosphorylation and apoptosis in response to E2F1 expression.	24-58	Nijmegen breakage syndrome protein	NBS1 protein, human	C0674679	T116|T123	Gene_or_gene_product	139-142	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	24-50	Nijmegen breakage syndrome	NIJMEGEN BREAKAGE SYNDROME	C0398791	T019|T047	-717	Regulation	Forward	FALSE	NA
918	PC13_devel	15140942.s6	Cells containing mutant Nijmegen breakage syndrome protein (NBS1), a component of the Mre11-Rad50 DNA repair complex, also have attenuated p53 phosphorylation and apoptosis in response to E2F1 expression.	60-64	NBS1	NBS1 protein, human	C0674679	T116|T123	Gene_or_gene_product	139-142	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	24-50	Nijmegen breakage syndrome	NIJMEGEN BREAKAGE SYNDROME	C0398791	T019|T047	-717	Regulation	Forward	FALSE	NA
941	PC13_devel	15140942.s8	Delayed gammaH2AX phosphorylation and absence of ATM autophosphorylation at Ser1981 suggest that E2F1 stimulates ATM through a unique mechanism that is distinct from agents that cause DNA double-strand breaks.	97-101	E2F1	E2F1 Transcription Factor	C1384539	T116|T123	Gene_or_gene_product	113-116	ATM	Ataxia Telangiectasia Mutated Proteins	C0298973	T116|T126	Gene_or_gene_product	184-208	DNA double-strand breaks	DNA double strand Breaks	C1511667	T049	-1000	Increase	Forward	TRUE	NA
942	PC13_devel	15140942.s8	Delayed gammaH2AX phosphorylation and absence of ATM autophosphorylation at Ser1981 suggest that E2F1 stimulates ATM through a unique mechanism that is distinct from agents that cause DNA double-strand breaks.	97-101	E2F1	E2F1 Transcription Factor	C1384539	T116|T123	Gene_or_gene_product	113-116	ATM	Ataxia Telangiectasia Mutated Proteins	C0298973	T116|T126	Gene_or_gene_product	38-45	absence	Absence	C1689985	T190	-1000	Increase	Forward	FALSE	NA
953	PC13_devel	15210709.s0	Direct binding of apoptosis signal-regulating kinase 1 to retinoblastoma protein: novel links between apoptotic signaling and cell cycle machinery.	18-54	apoptosis signal-regulating kinase 1	MAP Kinase Kinase Kinase 5	C0532128	T116|T126	Gene_or_gene_product	58-80	retinoblastoma protein	Retinoblastoma Protein	C0080113	T116|T123	Gene_or_gene_product	137-146	machinery	Machinery	C0337246	T037	-827	Binding	NA	TRUE	NA
966	PC13_devel	15210709.s5	Overexpression of Rb inhibited ASK1-induced apoptosis; in addition, an ASK1 mutant incapable of binding Rb could not induce apoptosis, indicating that ASK1 has to overcome the antiapoptotic properties of Rb to kill cells.	71-75	ASK1	MAP Kinase Kinase Kinase 5	C0532128	T116|T126	Gene_or_gene_product	104-106	Rb	Retinoblastoma Protein	C0080113	T116|T123	Gene_or_gene_product	76-82	mutant	Mutant	C0596988	T049	-660	Binding	NA	TRUE	NA
971	PC13_devel	1533881.s0	p105, the NF-kappa B p50 precursor protein, is one of the cellular proteins complexed with the v-Rel oncoprotein in transformed chicken spleen cells.	0-4	p105	Nuclear Factor NF-kappa-B p105 Subunit	C2986465	T116|T123	Gene_or_gene_product	95-100	v-Rel	Oncogene Proteins v-rel	C0069522	T192|T129|T116	Gene_or_gene_product	116-127	transformed	Transformed	C1510411	T046	-645	Binding	NA	TRUE	NA
1002	PC13_devel	1533881.s8	However, in vitro association with p105 by v-Rel does not necessarily correlate with transformation, since one nontransforming v-Rel mutant can associate with p105 in vitro.	35-39	p105	Nuclear Factor NF-kappa-B p105 Subunit	C2986465	T116|T123	Gene_or_gene_product	43-48	v-Rel	Oncogene Proteins v-rel	C0069522	T192|T129|T116	Gene_or_gene_product	133-139	mutant	Mutant	C0596988	T049	-804	Regulation	Backward	FALSE	NA
1003	PC13_devel	1533881.s8	However, in vitro association with p105 by v-Rel does not necessarily correlate with transformation, since one nontransforming v-Rel mutant can associate with p105 in vitro.	35-39	p105	Nuclear Factor NF-kappa-B p105 Subunit	C2986465	T116|T123	Gene_or_gene_product	43-48	v-Rel	Oncogene Proteins v-rel	C0069522	T192|T129|T116	Gene_or_gene_product	85-99	transformation	Transformation	C1510411	T046	-1000	Regulation	Backward	FALSE	negation
1010	PC13_devel	15580623.s6	Upon overexpression, E2F4 repressed FGFR1 promoter activity in a dose-dependent manner in myoblasts and Drosophila SL2 cells, and mutation of the E2F4 binding site increased FGFR1 promoter activity and reduced E2F4-mediated repression.	174-179	FGFR1	Fibroblast Growth Factor Receptor 1	C0170936	T116|T126|T192	Gene_or_gene_product	210-214	E2F4	E2F4 Transcription Factor	C0291135	T116|T123	Gene_or_gene_product	130-138	mutation	Mutation	C1705285	T049	-1000	Decrease	Backward	TRUE	NA
1014	PC13_devel	15580623.s6	Upon overexpression, E2F4 repressed FGFR1 promoter activity in a dose-dependent manner in myoblasts and Drosophila SL2 cells, and mutation of the E2F4 binding site increased FGFR1 promoter activity and reduced E2F4-mediated repression.	21-25	E2F4	E2F4 Transcription Factor	C0291135	T116|T123	Gene_or_gene_product	36-41	FGFR1	Fibroblast Growth Factor Receptor 1	C0170936	T116|T126|T192	Gene_or_gene_product	130-138	mutation	Mutation	C1705285	T049	-1000	Decrease	Forward	FALSE	NA
1041	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	168-177	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	192-195	TNF	Tumor Necrosis Factors	C0041368	T116|T129	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Decrease	Backward	TRUE	NA
1045	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	168-177	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	197-201	IL-1	Interleukin-1	C0021755	T116|T129	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Decrease	Backward	TRUE	NA
1049	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	168-177	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	203-207	TLR2	Toll-Like Receptor 2	C0754728	T116|T192	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Decrease	Backward	TRUE	NA
1053	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	168-177	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	211-215	Nod1	Nod1 Signaling Adaptor Protein	C1720990	T116|T123	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Decrease	Backward	TRUE	NA
1149	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	36-45	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	60-63	TNF	Tumor Necrosis Factors	C0041368	T116|T129	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Increase	Backward	FALSE	NA
1153	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	36-45	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	65-69	IL-1	Interleukin-1	C0021755	T116|T129	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Increase	Backward	FALSE	NA
1157	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	36-45	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	71-75	TLR2	Toll-Like Receptor 2	C0754728	T116|T192	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Increase	Backward	FALSE	NA
1161	PC13_devel	15657077.s8	Overexpression of TRIP6 potentiates NF-kappaB activation by TNF, IL-1, TLR2 or Nod1, whereas a dominant negative mutant or RNA-interference construct of TRIP6 inhibits NF-kappaB activation by TNF, IL-1, TLR2 or Nod1.	36-45	NF-kappaB	NF-kappa B	C0079904	T116|T129	Complex	79-83	Nod1	Nod1 Signaling Adaptor Protein	C1720990	T116|T123	Gene_or_gene_product	95-119	dominant negative mutant	Dominant-Negative Mutant	C1512032	T049	-1000	Increase	Backward	FALSE	NA
1285	PC13_devel	15735718.s0	Induction of p21 by p53 following DNA damage inhibits both Cdk4 and Cdk2 activities.	13-16	p21	oncoprotein p21	C0288472	T116|T123	Gene_or_gene_product	20-23	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	34-44	DNA damage	DNA Damage	C0012860	T049	-1000	Increase	Backward	TRUE	NA
1297	PC13_devel	15735718.s0	Induction of p21 by p53 following DNA damage inhibits both Cdk4 and Cdk2 activities.	20-23	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	59-63	Cdk4	Cyclin-Dependent Kinase 4	C0246957	T116|T126	Gene_or_gene_product	34-44	DNA damage	DNA Damage	C0012860	T049	-1000	Decrease	Forward	TRUE	NA
1301	PC13_devel	15735718.s0	Induction of p21 by p53 following DNA damage inhibits both Cdk4 and Cdk2 activities.	20-23	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	68-72	Cdk2	cyclin-dependent kinase 2	C1533646	T116|T126	Gene_or_gene_product	34-44	DNA damage	DNA Damage	C0012860	T049	-1000	Decrease	Forward	TRUE	NA
1310	PC13_devel	15735718.s4	Our previous studies established that treatment of human cancer cells with low effective concentrations of DAP specifically activates the G(1)-phase checkpoint and simultaneously inhibit Cdk4 and Cdk2 activities.	107-110	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	187-191	Cdk4	Cyclin-Dependent Kinase 4	C0246957	T116|T126	Gene_or_gene_product	57-63	cancer	CANCER	C0006826	T191	-827	Decrease	Forward	TRUE	NA
1311	PC13_devel	15735718.s4	Our previous studies established that treatment of human cancer cells with low effective concentrations of DAP specifically activates the G(1)-phase checkpoint and simultaneously inhibit Cdk4 and Cdk2 activities.	107-110	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	187-191	Cdk4	Cyclin-Dependent Kinase 4	C0246957	T116|T126	Gene_or_gene_product	57-63	cancer	Cancer	C1306459	T191	-827	Decrease	Forward	TRUE	NA
1315	PC13_devel	15735718.s4	Our previous studies established that treatment of human cancer cells with low effective concentrations of DAP specifically activates the G(1)-phase checkpoint and simultaneously inhibit Cdk4 and Cdk2 activities.	107-110	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	196-200	Cdk2	cyclin-dependent kinase 2	C1533646	T116|T126	Gene_or_gene_product	57-63	cancer	CANCER	C0006826	T191	-827	Decrease	Forward	TRUE	NA
1316	PC13_devel	15735718.s4	Our previous studies established that treatment of human cancer cells with low effective concentrations of DAP specifically activates the G(1)-phase checkpoint and simultaneously inhibit Cdk4 and Cdk2 activities.	107-110	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	196-200	Cdk2	cyclin-dependent kinase 2	C1533646	T116|T126	Gene_or_gene_product	57-63	cancer	Cancer	C1306459	T191	-827	Decrease	Forward	TRUE	NA
1393	PC13_devel	15735718.s7	Conversely, inhibition of p21 induction by cycloheximide or by p21 gene deletion prevents DAP-induced inhibition of Cdk4 and Cdk2 activities.	26-29	p21	oncoprotein p21	C0288472	T116|T123	Gene_or_gene_product	43-56	cycloheximide	Cycloheximide	C0010572	T109|T195	Simple_chemical	67-80	gene deletion	Gene Deletion	C1442161	T049	-901	Decrease	Backward	FALSE	NA
1396	PC13_devel	15735718.s7	Conversely, inhibition of p21 induction by cycloheximide or by p21 gene deletion prevents DAP-induced inhibition of Cdk4 and Cdk2 activities.	43-56	cycloheximide	Cycloheximide	C0010572	T109|T195	Simple_chemical	116-120	Cdk4	Cyclin-Dependent Kinase 4	C0246957	T116|T126	Gene_or_gene_product	67-80	gene deletion	Gene Deletion	C1442161	T049	-901	Decrease	Forward	FALSE	NA
1397	PC13_devel	15735718.s7	Conversely, inhibition of p21 induction by cycloheximide or by p21 gene deletion prevents DAP-induced inhibition of Cdk4 and Cdk2 activities.	43-56	cycloheximide	Cycloheximide	C0010572	T109|T195	Simple_chemical	125-129	Cdk2	cyclin-dependent kinase 2	C1533646	T116|T126	Gene_or_gene_product	67-80	gene deletion	Gene Deletion	C1442161	T049	-901	Decrease	Forward	FALSE	NA
1403	PC13_devel	15735718.s7	Conversely, inhibition of p21 induction by cycloheximide or by p21 gene deletion prevents DAP-induced inhibition of Cdk4 and Cdk2 activities.	90-93	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	116-120	Cdk4	Cyclin-Dependent Kinase 4	C0246957	T116|T126	Gene_or_gene_product	67-80	gene deletion	Gene Deletion	C1442161	T049	-901	Increase	Forward	TRUE	NA
1404	PC13_devel	15735718.s7	Conversely, inhibition of p21 induction by cycloheximide or by p21 gene deletion prevents DAP-induced inhibition of Cdk4 and Cdk2 activities.	90-93	DAP	(diaminocyclohexane)(diacetato)(dichloro)platinum	C0768090	T109|T121	Simple_chemical	125-129	Cdk2	cyclin-dependent kinase 2	C1533646	T116|T126	Gene_or_gene_product	67-80	gene deletion	Gene Deletion	C1442161	T049	-901	Increase	Forward	TRUE	NA
1405	PC13_devel	15735718.s9	Together, these findings establish that activation of the p53-p21 pathway is responsible for the DAP-induced G(1)-phase checkpoint response and provide the first solid evidence that p21 induction by p53 during a DNA damage-induced G(1)-phase checkpoint response inhibits both Cdk4 and Cdk2 activities.	182-185	p21	oncoprotein p21	C0288472	T116|T123	Gene_or_gene_product	199-202	p53	Protein p53	C0080055	T116|T123	Gene_or_gene_product	216-222	damage	Damage	C0010957	T037	-799	Increase	Backward	TRUE	NA
